iter	Logloss
248	0.4020949911
249	0.4016583086
250	0.4010747853
251	0.400537525
252	0.4000224271
253	0.3992297318
254	0.3985609411
255	0.3980354794
256	0.3975000426
257	0.3968375664
258	0.39596978
259	0.3953698899
260	0.3947190606
261	0.3940648987
262	0.3935085039
263	0.3926406432
264	0.3921795903
265	0.3915136659
266	0.3909079115
267	0.3902106686
268	0.3895495869
269	0.3887885544
270	0.3882834439
271	0.3874009754
272	0.3865863959
273	0.3857827633
274	0.3852855578
275	0.3843491656
276	0.3836334621
277	0.383094012
278	0.3823755811
279	0.3818202094
280	0.3812730982
281	0.3803687147
282	0.3795220269
283	0.3789131658
284	0.3781996101
285	0.3776538247
286	0.3770559057
287	0.376438845
288	0.375662566
289	0.374933346
290	0.3744270594
291	0.3739242029
292	0.373438062
293	0.372816233
294	0.3720107159
295	0.3713754733
296	0.3707846728
297	0.3699810761
298	0.3693096774
299	0.3684333017
300	0.3677814634
301	0.3670133864
302	0.3664608911
303	0.3660238494
304	0.3652856244
305	0.3648209275
306	0.3642590757
307	0.3636610153
308	0.3628149146
309	0.362172789
310	0.3616548816
311	0.3611077139
312	0.3600503985
313	0.3594091524
314	0.3587879495
315	0.3579437107
316	0.3572589622
317	0.3567276489
318	0.3562180203
319	0.3556946155
320	0.3552026395
321	0.3545535615
322	0.3538938323
323	0.3534183349
324	0.3529653805
325	0.3523418076
326	0.3514817626
327	0.3509426915
328	0.3502298072
329	0.3494375791
330	0.3487498687
331	0.3482068343
332	0.3476595295
333	0.3469866452
334	0.3463991641
335	0.34571953
336	0.3451609922
337	0.3445408917
338	0.3438876116
339	0.3430052652
340	0.3423821762
341	0.3419843725
342	0.3414462751
343	0.3407620075
344	0.3402393579
345	0.3396404721
346	0.3390414942
347	0.33819901
348	0.3375982686
349	0.3368613215
350	0.3362499418
351	0.3354699168
352	0.3349965557
353	0.3342009851
354	0.3336819764
355	0.3331421033
356	0.3325573528
357	0.332140006
358	0.3312991451
359	0.3303781985
360	0.3297612932
361	0.3290124858
362	0.3283638464
363	0.3276723544
364	0.3272306201
365	0.3266022226
366	0.3261252231
367	0.3255290124
368	0.3250886363
369	0.3245864577
370	0.3239284337
371	0.3233541044
372	0.3227238987
373	0.3221066585
374	0.3215527762
375	0.3212759995
376	0.3205964171
377	0.3200805931
378	0.3194565444
379	0.318565654
380	0.3178982413
381	0.3172521979
382	0.3166327839
383	0.3161288452
384	0.3156305124
385	0.3151216631
386	0.3143952394
387	0.313856409
388	0.3132210621
389	0.3127358469
390	0.3121740605
391	0.3114189068
392	0.3108492769
393	0.3103007012
394	0.3097946878
395	0.3092154342
396	0.308737322
397	0.3080831663
398	0.3076732277
399	0.3070911273
400	0.3066266383
401	0.3058581685
402	0.3052688414
403	0.3045638718
404	0.304126481
405	0.3036132327
406	0.3030703222
407	0.3022863641
408	0.3017337253
409	0.3012484298
410	0.3007563827
411	0.3001082208
412	0.2994569064
413	0.2989297774
414	0.2983657735
415	0.2977592331
416	0.2972308238
417	0.2966929257
418	0.2961491765
419	0.2953067197
420	0.2948671624
421	0.2942614709
422	0.2937090884
423	0.2932120976
424	0.2926907663
425	0.2921615538
426	0.2916471559
427	0.291024288
428	0.2905633705
429	0.2901279453
430	0.2897234194
431	0.2891625115
432	0.2884848391
433	0.2879037855
434	0.2873253026
435	0.2867095958
436	0.286121666
437	0.2856760474
438	0.2851762904
439	0.284574371
440	0.2840065265
441	0.2835848062
442	0.2830012322
443	0.2824596547
444	0.2818823646
445	0.2815208206
446	0.2810896833
447	0.2806921969
448	0.2801981285
449	0.2796528177
450	0.2790887701
451	0.2784936655
452	0.2779998763
453	0.2776830973
454	0.277158601
455	0.2765397572
456	0.2760586242
457	0.2754794645
458	0.2749745963
459	0.2745377312
460	0.2739235282
461	0.2734307574
462	0.2728489279
463	0.272382657
464	0.2720268635
465	0.2716443181
466	0.2712543145
467	0.2709056605
468	0.2703120702
469	0.2697149717
470	0.2691207906
471	0.2685053524
472	0.2679085047
473	0.2675216861
474	0.2671063186
475	0.2667338467
476	0.2661991018
477	0.2655267439
478	0.265018886
479	0.2645083619
480	0.2638524382
481	0.263618358
482	0.2631717632
483	0.2627481949
484	0.262233743
485	0.2617826609
486	0.2611888961
487	0.260722812
488	0.2601881344
489	0.259628538
490	0.25900223
491	0.2585105821
492	0.2579237667
493	0.2573157517
494	0.2566702891
495	0.2561093644
496	0.2554259202
497	0.2548348584
498	0.2543095564
499	0.2538458212
500	0.2534068831
501	0.2529923531
502	0.252550802
503	0.2519154889
504	0.2514568809
505	0.2508834979
506	0.2503556658
507	0.2497416957
508	0.2492387382
509	0.2487572765
510	0.2482738528
511	0.24786868
512	0.2474043049
513	0.2469588516
514	0.2465941197
515	0.2463041003
516	0.2458935732
517	0.2454392738
518	0.2449370492
519	0.2446428145
520	0.2443013998
521	0.243918867
522	0.2435169072
523	0.2429873163
524	0.2424926742
525	0.2422404407
526	0.2418781123
527	0.2415547009
528	0.240974148
529	0.2405783233
530	0.2401534466
531	0.2396478221
532	0.2391706346
533	0.2387269008
534	0.2381926873
535	0.2378100983
536	0.2373139997
537	0.2369049931
538	0.2365252597
539	0.2358878619
540	0.2355818217
541	0.2351663035
542	0.2348313366
543	0.2344664816
544	0.2338729669
545	0.2335143877
546	0.2330409333
547	0.2326842186
548	0.2323147034
549	0.2318520982
550	0.2314086675
551	0.2310858699
552	0.2307807478
553	0.2305074222
554	0.2300985635
555	0.2298097829
556	0.2293868669
557	0.2291384179
558	0.22866368
559	0.2282759116
560	0.2279136011
561	0.2275341231
562	0.2271281444
563	0.2267894342
564	0.2263000953
565	0.2259766719
566	0.2255330469
567	0.2250743697
568	0.2247547105
569	0.2243305344
570	0.2239620115
571	0.2236569874
572	0.2231844319
573	0.2228590727
574	0.2224683578
575	0.2219839699
576	0.2214904839
577	0.2211674635
578	0.2208009409
579	0.2205000045
580	0.2201683117
581	0.2197165444
582	0.2193159321
583	0.2190423169
584	0.2187199863
585	0.2183588333
586	0.218026091
587	0.217650016
588	0.2172525684
589	0.2167962735
590	0.2163593444
591	0.2159548234
592	0.2155807292
593	0.2151043274
594	0.2147171545
595	0.2142680498
596	0.2139615746
597	0.2135751035
598	0.2132794826
599	0.2128753878
600	0.2124943242
601	0.2120096568
602	0.2115513128
603	0.2111868359
604	0.2106445202
605	0.2103286148
606	0.210059872
607	0.209634971
608	0.2093198806
609	0.2089351251
610	0.2086551086
611	0.2083481967
612	0.2079805494
613	0.2076609429
614	0.2072666228
615	0.2068804393
616	0.2064370678
617	0.2061273071
618	0.2057761524
619	0.2054290018
620	0.205067443
621	0.2047178109
622	0.2044912476
623	0.2040816685
624	0.2037800682
625	0.2034007272
626	0.2030932428
627	0.2028184233
628	0.2023380258
629	0.2021033636
630	0.2017749022
631	0.2013650864
632	0.2009897833
633	0.2006693277
634	0.2002611997
635	0.2000314643
636	0.1996354713
637	0.1993490008
638	0.1989786786
639	0.1986239114
640	0.1982131452
641	0.1979535957
642	0.1976003699
643	0.1973198066
644	0.1970113758
645	0.1966402769
646	0.1963323317
647	0.1960332674
648	0.1955248536
649	0.1951602196
650	0.1948778469
651	0.1945508543
652	0.1941801104
653	0.1938210587
654	0.1933705301
655	0.1929741896
656	0.1926795007
657	0.1923645134
658	0.1920596534
659	0.191757021
660	0.1914121687
661	0.1910151692
662	0.1907024183
663	0.1903328986
664	0.1899694824
665	0.1895139786
666	0.1892517952
667	0.1889511905
668	0.1887484902
669	0.1883760233
670	0.1880501203
671	0.1875998855
672	0.187361116
673	0.1870262634
674	0.1867554187
675	0.1864323784
676	0.1860909538
677	0.1858126493
678	0.1855544211
679	0.1852672545
680	0.1849276446
681	0.1846287022
682	0.1843252977
683	0.1840030718
684	0.1836605396
685	0.1833488185
686	0.1830320584
687	0.1827739276
688	0.1825492569
689	0.1822472073
690	0.1818899072
691	0.1815676462
692	0.1814129491
693	0.1811294597
694	0.1808391684
695	0.1805570064
696	0.1801471296
697	0.1798727444
698	0.1795586017
699	0.1791740609
700	0.1787760651
701	0.1784546745
702	0.1781470999
703	0.1779179983
704	0.1776184368
705	0.1771790701
706	0.1769515979
707	0.1764937591
708	0.1761760486
709	0.1758887439
710	0.1755504533
711	0.1752600673
712	0.1749395279
713	0.1746200209
714	0.1743117038
715	0.1740783117
716	0.1737711229
717	0.1735031197
718	0.1731158082
719	0.1728665247
720	0.172446114
721	0.172222071
722	0.171845382
723	0.1715808988
724	0.1711867145
725	0.1708957542
726	0.1706169417
727	0.1703411319
728	0.1700698797
729	0.1697393857
730	0.1694418348
731	0.1691815699
732	0.1689756427
733	0.1687766258
734	0.1684829958
735	0.1683088062
736	0.1681319625
737	0.1678209213
738	0.1676370151
739	0.167438213
740	0.1671279662
741	0.1668253073
742	0.1666121233
743	0.1664273389
744	0.1662563296
745	0.1660142605
746	0.1657218061
747	0.1653995888
748	0.1650757431
749	0.1648211357
750	0.1645111774
751	0.164226117
752	0.1640294535
753	0.1636543122
754	0.1632994339
755	0.1630783493
756	0.16280992
757	0.162525683
758	0.1622300043
759	0.1619393382
760	0.1616236321
761	0.161332923
762	0.161127677
763	0.1608281184
764	0.1605240101
765	0.1602107421
766	0.1599662401
767	0.1597313921
768	0.1595290928
769	0.1592865276
770	0.1588824952
771	0.1587016617
772	0.1585498306
773	0.1583241587
774	0.1580349865
775	0.1578121961
776	0.1576280423
777	0.1572886656
778	0.1569710672
779	0.1566855428
780	0.1564365881
781	0.156232345
782	0.1560546098
783	0.1558458889
784	0.1556541912
785	0.1553503178
786	0.1551614124
787	0.1549042272
788	0.1545618217
789	0.154373803
790	0.1541329828
791	0.1539171948
792	0.1536779645
793	0.1534110131
794	0.1531934551
795	0.1529473596
796	0.1527502957
797	0.1525136542
798	0.1523622128
799	0.1520817697
800	0.1517849081
801	0.1515272693
802	0.1512800504
803	0.1508862046
804	0.1507202931
805	0.1504364589
806	0.150145828
807	0.1499994316
808	0.1497062132
809	0.1494732133
810	0.1492221394
811	0.1489540876
812	0.1487940474
813	0.1485330722
814	0.1482083017
815	0.1479674523
816	0.1477916052
817	0.1475812284
818	0.1473383773
819	0.1470839647
820	0.1467341771
821	0.1464470528
822	0.1462555695
823	0.1459721812
824	0.1456973517
825	0.1454662803
826	0.1453198347
827	0.1450091124
828	0.1447939507
829	0.1445856055
830	0.1442709777
831	0.1440126488
832	0.1438254443
833	0.1435590956
834	0.1433625877
835	0.1432382048
836	0.1430159362
837	0.1426965699
838	0.1424434494
839	0.1422112154
840	0.1419739736
841	0.1416792036
842	0.1414288491
843	0.1411424934
844	0.1410030077
845	0.1407306879
846	0.1404869117
847	0.1402598813
848	0.1399975739
849	0.1397533034
850	0.1395320282
851	0.1393394568
852	0.1390928789
853	0.1389122961
854	0.1387268493
855	0.1384644698
856	0.1382426913
857	0.1379736105
858	0.137643109
859	0.1374519211
860	0.1371652085
861	0.1368926667
862	0.1366502889
863	0.1363782145
864	0.1361877279
865	0.1358472955
866	0.1356126028
867	0.1355146371
868	0.1353123127
869	0.1350536222
870	0.1348052587
871	0.1346377405
872	0.1343840613
873	0.1341980619
874	0.1340578783
875	0.1338275672
876	0.1336303079
877	0.1334005469
878	0.1332129044
879	0.1329816059
880	0.132730005
881	0.1325738786
882	0.1323191824
883	0.1320904209
884	0.1318905603
885	0.1316113155
886	0.1314221036
887	0.1312420261
888	0.131036458
889	0.1308459156
890	0.1305527942
891	0.1303411253
892	0.1301598021
893	0.129951247
894	0.1297699789
895	0.129618689
896	0.129345187
897	0.1291049767
898	0.1289281505
899	0.1287534385
900	0.1285596506
901	0.1282943926
902	0.1280729978
903	0.127818502
904	0.1275589428
905	0.1273480046
906	0.1271035927
907	0.1269115381
908	0.1267585924
909	0.1265634761
910	0.1264179553
911	0.1262769538
912	0.1260362757
913	0.125814738
914	0.1256081127
915	0.1254069533
916	0.1251840712
917	0.1249809065
918	0.1247893971
919	0.1246007627
920	0.1244163641
921	0.1241054605
922	0.1239026191
923	0.1237155821
924	0.1234624126
925	0.1232339041
926	0.123057984
927	0.1228521241
928	0.1225986655
929	0.1224265152
930	0.1222006877
931	0.1219967967
932	0.1217623392
933	0.1215556803
934	0.1213771374
935	0.1211012225
936	0.1209768033
937	0.1207890961
938	0.1206825772
939	0.1204798473
940	0.1202512453
941	0.1200590389
942	0.1198057898
943	0.1196346648
944	0.1194426491
945	0.1193140793
946	0.1191597163
947	0.1189951845
948	0.1187675573
949	0.1185532533
950	0.1183860217
951	0.1182214479
952	0.1180211312
953	0.1178800518
954	0.1177170668
955	0.1175110798
956	0.1172550479
957	0.117110266
958	0.1169391794
959	0.1167278673
960	0.1164641403
961	0.116317355
962	0.1161575954
963	0.1159393031
964	0.1157436627
965	0.1155967389
966	0.1154975005
967	0.1153577037
968	0.1151816854
969	0.1149836816
970	0.1147899189
971	0.1146012393
972	0.1143848732
973	0.1141908708
974	0.1140131227
975	0.1138389733
976	0.1136715996
977	0.1135603585
978	0.1133601443
979	0.1131877079
980	0.1130205646
981	0.1128560909
982	0.1127381923
983	0.1125395862
984	0.1123768627
985	0.1122014677
986	0.1120537253
987	0.111890486
988	0.1117314018
989	0.1115199755
990	0.1113405437
991	0.1111611245
992	0.111039832
993	0.1108176829
994	0.1106417038
995	0.1104073931
996	0.1102291804
997	0.1100808572
998	0.1099096013
999	0.1097019552
1000	0.1095460368
1001	0.1094221213
1002	0.1092363121
1003	0.1090685319
1004	0.1088572635
1005	0.108697831
1006	0.1085453305
1007	0.1083876028
1008	0.1082473292
1009	0.1081109063
1010	0.1079799094
1011	0.1078768684
1012	0.1077286376
1013	0.1075165653
1014	0.1074119767
1015	0.1072110756
1016	0.1070336928
1017	0.1068080381
1018	0.1066362495
1019	0.1065007165
1020	0.1063065405
1021	0.1060900125
1022	0.1059431118
1023	0.1058042528
1024	0.1056466747
1025	0.1054758379
1026	0.1053617539
1027	0.1052378745
1028	0.1050641862
1029	0.1049322393
1030	0.1047842975
1031	0.1045636285
1032	0.1044334192
1033	0.1042166388
1034	0.1040909696
1035	0.1039268926
1036	0.1037704346
1037	0.1035710381
1038	0.1033789705
1039	0.1031621305
1040	0.1029946132
1041	0.1028061016
1042	0.1026468095
1043	0.102551592
1044	0.1024249558
1045	0.1022513925
1046	0.1021527174
1047	0.1020317473
1048	0.1018553791
1049	0.101743649
1050	0.1016064393
1051	0.101483826
1052	0.1012981378
1053	0.1011218044
1054	0.100959775
1055	0.1008023522
1056	0.1007023179
1057	0.1005982566
1058	0.1003887194
1059	0.1002177934
1060	0.1000156009
1061	0.09983058013
1062	0.09962446926
1063	0.09952460736
1064	0.09941025351
1065	0.09926734269
1066	0.09910433029
1067	0.0989213807
1068	0.09870931217
1069	0.09860013534
1070	0.09848927443
1071	0.09832969622
1072	0.09817997931
1073	0.09801617052
1074	0.09781620815
1075	0.09770413067
1076	0.09754741424
1077	0.09742231744
1078	0.09723193307
1079	0.09711911827
1080	0.09703387972
1081	0.09689541767
1082	0.09678940807
1083	0.09660174481
1084	0.09644250498
1085	0.09630513927
1086	0.0961695496
1087	0.09600605588
1088	0.09581782064
1089	0.09566629812
1090	0.09552153939
1091	0.09535307526
1092	0.09520552422
1093	0.09507869671
1094	0.09497110851
1095	0.09480142852
1096	0.09469401171
1097	0.09446867628
1098	0.09433845224
1099	0.09419005934
1100	0.09398004605
1101	0.0938432311
1102	0.09372437512
1103	0.09361425847
1104	0.09344107557
1105	0.09335504945
1106	0.09323772572
1107	0.09308950803
1108	0.09300083868
1109	0.09284776088
1110	0.0926565777
1111	0.09254074652
1112	0.09241749807
1113	0.09232978094
1114	0.09219096538
1115	0.09199953637
1116	0.09187517163
1117	0.09174791833
1118	0.0915711588
1119	0.09143843384
1120	0.09128490817
1121	0.09115541445
1122	0.09102612762
1123	0.09081174504
1124	0.09061845559
1125	0.09042290884
1126	0.09028124804
1127	0.09015904978
1128	0.09004109687
1129	0.08984833373
1130	0.08967989285
1131	0.08955337177
1132	0.08941653759
1133	0.08931686902
1134	0.08915499272
1135	0.08902385128
1136	0.08888140671
1137	0.08871159596
1138	0.08863911648
1139	0.08853178363
1140	0.08840442427
1141	0.08825729664
1142	0.08809901006
1143	0.08799770689
1144	0.08785415622
1145	0.08774003297
1146	0.08765480305
1147	0.08749734528
1148	0.08734098244
1149	0.08719490373
1150	0.08707007473
1151	0.08698126576
1152	0.08684503919
1153	0.08671490738
1154	0.08659127954
1155	0.08646531506
1156	0.08634361509
1157	0.08620114724
1158	0.08608530425
1159	0.0859414103
1160	0.08586106419
1161	0.08571451759
1162	0.08559949298
1163	0.08547497404
1164	0.08534972478
1165	0.08522711048
1166	0.08511492152
1167	0.08498168054
1168	0.08485876094
1169	0.08468772666
1170	0.084537843
1171	0.08436577495
1172	0.08424843579
1173	0.08414316118
1174	0.08399967443
1175	0.08390229713
1176	0.08376106455
1177	0.08361910711
1178	0.08350211273
1179	0.08336948289
1180	0.08329090312
1181	0.08314858508
1182	0.08303387798
1183	0.08290457472
1184	0.0827372253
1185	0.0826311137
1186	0.08249708381
1187	0.08236854016
1188	0.08225051537
1189	0.08213845061
1190	0.08202987663
1191	0.08188853723
1192	0.08177062498
1193	0.08164588153
1194	0.08153164274
1195	0.08146128818
1196	0.08135568955
1197	0.08122022834
1198	0.0810742323
1199	0.08097017323
1200	0.08086391096
1201	0.08074541352
1202	0.08061259173
1203	0.08051209049
1204	0.08038606826
1205	0.08025641923
1206	0.08016553129
1207	0.08002080498
1208	0.07990765882
1209	0.07981885448
1210	0.07971341972
1211	0.07958817783
1212	0.07948761551
1213	0.07932907747
1214	0.07918887182
1215	0.07904787692
1216	0.07896581013
1217	0.07885775741
1218	0.07870180567
1219	0.07863251186
1220	0.07850661536
1221	0.07836031095
1222	0.07826340826
1223	0.0781555315
1224	0.07806072541
1225	0.0779652303
1226	0.07783345301
1227	0.07772084855
1228	0.07758011454
1229	0.07747322168
1230	0.07739476065
1231	0.07725589753
1232	0.07714478594
1233	0.07706952313
1234	0.07694584881
1235	0.07685055821
1236	0.07674171292
1237	0.07657917735
1238	0.0764560688
1239	0.07637430175
1240	0.07628921956
1241	0.07621694555
1242	0.07611703256
1243	0.07600950131
1244	0.07589396112
1245	0.07578465546
1246	0.07568243173
1247	0.07552623045
1248	0.07545136013
1249	0.07535461015
1250	0.07526524822
1251	0.0751348507
1252	0.07503873501
1253	0.074936852
1254	0.07483421268
1255	0.07470423369
1256	0.07461633334
1257	0.0744962124
1258	0.07435234195
1259	0.07421046353
1260	0.07410015809
1261	0.07395938306
1262	0.07387027664
1263	0.07374120187
1264	0.07363227907
1265	0.07353206734
1266	0.07340246972
1267	0.0733195638
1268	0.07323532044
1269	0.07313109599
1270	0.07298966714
1271	0.07287843831
1272	0.07278219849
1273	0.07263319301
1274	0.07252765029
1275	0.07241531786
1276	0.07230155189
1277	0.07219428897
1278	0.07208078137
1279	0.07196901681
1280	0.07188383361
1281	0.07175136937
1282	0.07160333575
1283	0.07151412186
1284	0.07134379457
1285	0.07125365084
1286	0.07118428024
1287	0.07110201566
1288	0.07101971867
1289	0.07092306611
1290	0.0708148074
1291	0.07068676303
1292	0.07059735054
1293	0.07051158074
1294	0.07042229727
1295	0.07034272896
1296	0.07023537645
1297	0.07012164957
1298	0.07001743078
1299	0.06993377536
1300	0.06982893476
1301	0.06974776464
1302	0.06963961421
1303	0.06952594461
1304	0.06943470704
1305	0.06933853955
1306	0.06922418024
1307	0.06912503574
1308	0.06904989411
1309	0.06893662588
1310	0.06885055115
1311	0.06877222078
1312	0.06865109108
1313	0.06856156406
1314	0.06850669981
1315	0.06840338238
1316	0.06831271554
1317	0.06822028319
1318	0.06811321942
1319	0.06801466589
1320	0.06793656042
1321	0.06784139188
1322	0.06771333278
1323	0.06763654949
1324	0.06755587964
1325	0.06746341317
1326	0.06736587005
1327	0.06730432849
1328	0.06720621621
1329	0.06707613528
1330	0.06698147907
1331	0.06692533615
1332	0.06683128005
1333	0.06674440881
1334	0.06664639056
1335	0.06655583472
1336	0.06645068
1337	0.06636489359
1338	0.06627325457
1339	0.06618554477
1340	0.06607560424
1341	0.06601880698
1342	0.06589933475
1343	0.06581885598
1344	0.06570777084
1345	0.06561398508
1346	0.06553158622
1347	0.0654397339
1348	0.06534737661
1349	0.06522672418
1350	0.06512248629
1351	0.06502604393
1352	0.06494946167
1353	0.06486096181
1354	0.06476157091
1355	0.06467411235
1356	0.06458983577
1357	0.06453017009
1358	0.06445867336
1359	0.06439646784
1360	0.06432353236
1361	0.06426982113
1362	0.06420041547
1363	0.06406701542
1364	0.0640008256
1365	0.06390512087
1366	0.0637708631
1367	0.06366366664
1368	0.06359827071
1369	0.06352013163
1370	0.06345290535
1371	0.06337595023
1372	0.06325709605
1373	0.063134788
1374	0.06306411278
1375	0.06297201984
1376	0.06287161545
1377	0.06280185763
1378	0.06268714462
1379	0.0626241436
1380	0.06254262309
1381	0.06242886728
1382	0.06235535869
1383	0.06228973039
1384	0.06222486632
1385	0.06215100392
1386	0.06209287265
1387	0.06201512761
1388	0.06191427831
1389	0.06183835434
1390	0.0617420706
1391	0.0616341976
1392	0.06156508248
1393	0.0614575397
1394	0.06141139655
1395	0.06132122597
1396	0.061241397
1397	0.06116257455
1398	0.06108301798
1399	0.06101178657
1400	0.06093269182
1401	0.06087099374
1402	0.06079028203
1403	0.06070702079
1404	0.06063566632
1405	0.06053789641
1406	0.06044447108
1407	0.06036519284
1408	0.06025962199
1409	0.06019825426
1410	0.06011788597
1411	0.06000243101
1412	0.05992164973
1413	0.05981307812
1414	0.05971947705
1415	0.05963893403
1416	0.05956538907
1417	0.05949206237
1418	0.05942536956
1419	0.059323263
1420	0.05926043171
1421	0.05917734868
1422	0.05908767744
1423	0.05901906718
1424	0.05895219169
1425	0.05886191697
1426	0.05879607659
1427	0.05872793857
1428	0.05864864633
1429	0.05854743692
1430	0.05845983773
1431	0.05840443901
1432	0.05831954962
1433	0.05822677168
1434	0.05814020327
1435	0.05805530911
1436	0.05798946493
1437	0.05790133503
1438	0.05784590211
1439	0.05776984347
1440	0.05769746531
1441	0.05760548549
1442	0.05751827652
1443	0.05746044427
1444	0.05737672434
1445	0.0572960976
1446	0.05721468848
1447	0.05711418573
1448	0.05704404372
1449	0.05698189255
1450	0.05690613176
1451	0.05683730241
1452	0.05676038114
1453	0.05665502132
1454	0.0565914178
1455	0.05651412605
1456	0.05641979035
1457	0.05635908174
1458	0.05628348404
1459	0.05621659717
1460	0.05614200297
1461	0.05608249976
1462	0.05598468978
1463	0.05591437236
1464	0.05580090723
1465	0.05572324963
1466	0.05564325133
1467	0.05557519034
1468	0.05552043814
1469	0.05543979921
1470	0.05537318329
1471	0.05529855746
1472	0.05521005497
1473	0.05511417368
1474	0.05506266481
1475	0.05495670517
1476	0.05488892557
1477	0.05482842244
1478	0.05475569251
1479	0.05467381603
1480	0.05458898271
1481	0.05453092479
1482	0.05445113509
1483	0.05438034323
1484	0.05428935492
1485	0.05423404012
1486	0.05418876694
1487	0.05415743005
1488	0.05410001184
1489	0.05401263073
1490	0.0539228802
1491	0.05386451814
1492	0.05380026235
1493	0.05374208588
1494	0.05368474201
1495	0.05362220669
1496	0.05354650079
1497	0.05346456318
1498	0.05339592886
1499	0.05333585154
1500	0.05328370529
1501	0.05322771038
1502	0.05316126535
1503	0.05309534989
1504	0.05301577139
1505	0.05293348731
1506	0.05284105709
