iter	Logloss
1507	0.05277348265
1508	0.05271925326
1509	0.0526038336
1510	0.0525323857
1511	0.05244700791
1512	0.05237085877
1513	0.05228639633
1514	0.05222209261
1515	0.05213559748
1516	0.052051372
1517	0.05194671886
1518	0.05186263623
1519	0.05177418669
1520	0.05167908505
1521	0.05160551473
1522	0.05154318289
1523	0.05148686809
1524	0.05142368616
1525	0.05134544004
1526	0.05128336068
1527	0.05122907736
1528	0.05118342327
1529	0.05110483668
1530	0.05104959427
1531	0.0509872216
1532	0.05092529442
1533	0.05087532584
1534	0.05079350024
1535	0.05071798758
1536	0.05065847887
1537	0.05059124479
1538	0.05052377928
1539	0.05046090665
1540	0.05040632516
1541	0.05031900184
1542	0.05025450554
1543	0.05018539336
1544	0.05010142336
1545	0.05002409535
1546	0.04993927669
1547	0.04989613283
1548	0.04981786559
1549	0.0497540031
1550	0.04966447653
1551	0.04959326259
1552	0.04950695495
1553	0.04943379494
1554	0.0493574614
1555	0.04928976149
1556	0.04923913286
1557	0.04918390692
1558	0.04911692822
1559	0.04905703576
1560	0.04902023638
1561	0.04898041611
1562	0.04892022299
1563	0.04889057043
1564	0.04882992364
1565	0.04877463444
1566	0.04872820217
1567	0.04865533533
1568	0.04857648083
1569	0.04849480453
1570	0.04840880755
1571	0.0483516124
1572	0.04828323315
1573	0.04822371968
1574	0.04813563063
1575	0.04805658733
1576	0.04802085794
1577	0.04793866069
1578	0.04787579007
1579	0.04782471968
1580	0.04775728312
1581	0.04770028224
1582	0.04764158872
1583	0.04757742218
1584	0.04748804262
1585	0.04743479503
1586	0.04737732877
1587	0.04734997877
1588	0.04728472513
1589	0.04723968324
1590	0.04716545242
1591	0.04709229342
1592	0.04702645123
1593	0.04696475583
1594	0.04686293889
1595	0.04677823459
1596	0.04672592198
1597	0.04667672146
1598	0.04662022674
1599	0.0465532661
1600	0.04648852134
1601	0.0464340211
1602	0.04637319659
1603	0.04633178549
1604	0.04627508416
1605	0.04621051228
1606	0.04614109057
1607	0.04607075281
1608	0.04600469799
1609	0.04594015856
1610	0.04589604538
1611	0.04582849262
1612	0.04577289461
1613	0.04573519201
1614	0.04564883545
1615	0.04557708343
1616	0.04550992927
1617	0.04545806433
1618	0.04540155384
1619	0.04534321316
1620	0.04527118982
1621	0.04520536592
1622	0.04515473597
1623	0.04510580159
1624	0.04502155663
1625	0.04496121955
1626	0.04489557947
1627	0.04484007808
1628	0.04479691645
1629	0.04474140318
1630	0.04468617626
1631	0.04463574269
1632	0.04457645744
1633	0.0445216158
1634	0.04448029327
1635	0.04441996327
1636	0.04434338354
1637	0.04429053449
1638	0.04423835308
1639	0.04418500756
1640	0.04413852642
1641	0.04409623774
1642	0.04405287398
1643	0.04397965259
1644	0.04391492173
1645	0.04387400022
1646	0.04382110789
1647	0.04375910258
1648	0.04368736124
1649	0.04361105864
1650	0.04355992253
1651	0.04350732467
1652	0.04346701653
1653	0.04341237921
1654	0.04335262096
1655	0.04329307966
1656	0.04322948573
1657	0.04318225516
1658	0.04315324537
1659	0.04308423937
1660	0.04304458364
1661	0.04300228503
1662	0.04293941468
1663	0.04288433189
1664	0.04280837258
1665	0.0427527008
1666	0.04272159203
1667	0.04267840976
1668	0.04262521533
1669	0.04257830417
1670	0.04254367512
1671	0.04247671968
1672	0.04243817378
1673	0.04237785239
1674	0.04233334846
1675	0.04228176
1676	0.04224702864
1677	0.04219217783
1678	0.04213375324
1679	0.04208036578
1680	0.04203174151
1681	0.04199461498
1682	0.04189183324
1683	0.04183452929
1684	0.0417718133
1685	0.04173161477
1686	0.04167150668
1687	0.04163081135
1688	0.04156854682
1689	0.04152230865
1690	0.04147155224
1691	0.04141918086
1692	0.04137534982
1693	0.04132356346
1694	0.04127597268
1695	0.04123451035
1696	0.04115670751
1697	0.04111564089
1698	0.0410512974
1699	0.04099452597
1700	0.04094928146
1701	0.04090449484
1702	0.04084330077
1703	0.04080468693
1704	0.04075955948
1705	0.04070937511
1706	0.04065124228
1707	0.04061418694
1708	0.04055296928
1709	0.04050226427
1710	0.04045624807
1711	0.04041551025
1712	0.04035877457
1713	0.04030936882
1714	0.04026215842
1715	0.04020919619
1716	0.04015946844
1717	0.04012901514
1718	0.0400818461
1719	0.04003370059
1720	0.03998923269
1721	0.03992937908
1722	0.03987635813
1723	0.03983175339
1724	0.03979883255
1725	0.03975123227
1726	0.03971733205
1727	0.03965583082
1728	0.03961087557
1729	0.03958373902
1730	0.03953212127
1731	0.03948824341
1732	0.03944281342
1733	0.03939114618
1734	0.03933108506
1735	0.03929659295
1736	0.03925161216
1737	0.03919722442
1738	0.03915280313
1739	0.03911099816
1740	0.03905275893
1741	0.03899911633
1742	0.03893028161
1743	0.03887734799
1744	0.03883744143
1745	0.03879952429
1746	0.03874731958
1747	0.03870295335
1748	0.03864159103
1749	0.03857823827
1750	0.03852808012
1751	0.03847617735
1752	0.03842310763
1753	0.03836653233
1754	0.03831647848
1755	0.03826660284
1756	0.03821819237
1757	0.03815848956
1758	0.03809384591
1759	0.0380407447
1760	0.03799114705
1761	0.03796279359
1762	0.03791754081
1763	0.0378715509
1764	0.03782155724
1765	0.03776831576
1766	0.03772382173
1767	0.03768057554
1768	0.03764602605
1769	0.03759100547
1770	0.03755336649
1771	0.03750805341
1772	0.03745171555
1773	0.03741219592
1774	0.03737705603
1775	0.03732822917
1776	0.03729181529
1777	0.0372274343
1778	0.03718042995
1779	0.03712528564
1780	0.03707377543
1781	0.03702418034
1782	0.03698590656
1783	0.03695334206
1784	0.0369163575
1785	0.0368618853
1786	0.03681962616
1787	0.03677314394
1788	0.03673183878
1789	0.03669202064
1790	0.03663862391
1791	0.03660830243
1792	0.03655497309
1793	0.03650807395
1794	0.03647486727
1795	0.03643582573
1796	0.03639625231
1797	0.03634534156
1798	0.03630884128
1799	0.03627546121
1800	0.03624259337
1801	0.03620710456
1802	0.03617125977
1803	0.03614477514
1804	0.03609433448
1805	0.03604816371
1806	0.03600839751
1807	0.03598255251
1808	0.03594937592
1809	0.03590222979
1810	0.03587095483
1811	0.03581386217
1812	0.0357691366
1813	0.03573332725
1814	0.03568848312
1815	0.03563572088
1816	0.03560250139
1817	0.03553757443
1818	0.03549240513
1819	0.03544495959
1820	0.03541321944
1821	0.0353577815
1822	0.03531655992
1823	0.03526085985
1824	0.03522401065
1825	0.03518533652
1826	0.03514764252
1827	0.03510344211
1828	0.03507242461
1829	0.03501915642
1830	0.03497753301
1831	0.03492108741
1832	0.03487228807
1833	0.03483944241
1834	0.03479316566
1835	0.0347464364
1836	0.03469947818
1837	0.03466235892
1838	0.03461950774
1839	0.03458426958
1840	0.03455163706
1841	0.03450999467
1842	0.03448866827
1843	0.03443856936
1844	0.0343914281
1845	0.03434608642
1846	0.0342915545
1847	0.03425075746
1848	0.03419868705
1849	0.03416542434
1850	0.03412147274
1851	0.03407141021
1852	0.0340358975
1853	0.0339859993
1854	0.03395302193
1855	0.03390622305
1856	0.03385514892
1857	0.03380694507
1858	0.03377053077
1859	0.03373721162
1860	0.0336982165
1861	0.03364718074
1862	0.03360702521
1863	0.03356925126
1864	0.03355020592
1865	0.03350150889
1866	0.03346109288
1867	0.03341821425
1868	0.03337859227
1869	0.03334040478
1870	0.03328237134
1871	0.03324439897
1872	0.03321611535
1873	0.03318398784
1874	0.03314403602
1875	0.03311102807
1876	0.03307857452
1877	0.03302930819
1878	0.03298391825
1879	0.03293154846
1880	0.03288899937
1881	0.03286971695
1882	0.03283918434
1883	0.03281226043
1884	0.03277363734
1885	0.03273812407
1886	0.03269558133
1887	0.0326566232
1888	0.03262350014
1889	0.03257644537
1890	0.03253213236
1891	0.03249767741
1892	0.03246637485
1893	0.03241414237
1894	0.03235807983
1895	0.03232574456
1896	0.03228745046
1897	0.03225993259
1898	0.03222574944
1899	0.03216570657
1900	0.03213883829
1901	0.03209794928
1902	0.03207534026
1903	0.0320490053
1904	0.03202128009
1905	0.03198178594
1906	0.0319484436
1907	0.03191154516
1908	0.03187266631
1909	0.03182990403
1910	0.03179593001
1911	0.03175321126
1912	0.03171731546
1913	0.03167562123
1914	0.03163030787
1915	0.03159459025
1916	0.03155436357
1917	0.03152671095
1918	0.03148512655
1919	0.0314630369
1920	0.03142601809
1921	0.03137269468
1922	0.03132226576
1923	0.03129640104
1924	0.03126492075
1925	0.03121677253
1926	0.03119096698
1927	0.03114508356
1928	0.03110298546
1929	0.03105803561
1930	0.03100984611
1931	0.03097926756
1932	0.03095031586
1933	0.03091215695
1934	0.03087707396
1935	0.03083594417
1936	0.03080356444
1937	0.03075922518
1938	0.03072630662
1939	0.03069039295
1940	0.03066013057
1941	0.03059821259
1942	0.03055108136
1943	0.03051842198
1944	0.03047642358
1945	0.03043877957
1946	0.03039931735
1947	0.03037522714
1948	0.03034501631
1949	0.03031666707
1950	0.03028034332
1951	0.0302594305
1952	0.03021926844
1953	0.03019148041
1954	0.03015965516
1955	0.03011262795
1956	0.03007557803
1957	0.03003777007
1958	0.03000234964
1959	0.02996710582
1960	0.02992918587
1961	0.02990199574
1962	0.02987838573
1963	0.02984496514
1964	0.02980677763
1965	0.02977947514
1966	0.02974149574
1967	0.02972271451
1968	0.02968167993
1969	0.02965584232
1970	0.02961449678
1971	0.02957246199
1972	0.02953117315
1973	0.02949983283
1974	0.02944370058
1975	0.02941293679
1976	0.02938677129
1977	0.02936195239
1978	0.02933626963
1979	0.02931061977
1980	0.02927872233
1981	0.02923910401
1982	0.02919343607
1983	0.02916838899
1984	0.02912939452
1985	0.02909963172
1986	0.02907553506
1987	0.02904187377
1988	0.02901553032
1989	0.02897741347
1990	0.02894964281
1991	0.02891984772
1992	0.02888816967
1993	0.02886465029
1994	0.02884401225
1995	0.02882737568
1996	0.02878169145
1997	0.02875890849
1998	0.02872457366
1999	0.02869251373
