iter	Passed	Remaining
1665	95976	19241
1666	96033	19183
1667	96091	19126
1668	96148	19068
1669	96206	19010
1670	96265	18953
1671	96323	18896
1672	96383	18838
1673	96440	18781
1674	96497	18723
1675	96554	18665
1676	96612	18608
1677	96670	18550
1678	96728	18492
1679	96786	18435
1680	96845	18378
1681	96903	18320
1682	96961	18263
1683	97019	18205
1684	97078	18148
1685	97136	18090
1686	97194	18033
1687	97252	17975
1688	97309	17917
1689	97367	17860
1690	97425	17802
1691	97484	17745
1692	97542	17687
1693	97599	17630
1694	97655	17572
1695	97713	17514
1696	97773	17457
1697	97831	17400
1698	97890	17342
1699	97949	17285
1700	98008	17227
1701	98065	17170
1702	98121	17112
1703	98180	17054
1704	98237	16997
1705	98295	16939
1706	98353	16882
1707	98411	16824
1708	98467	16766
1709	98526	16709
1710	98583	16651
1711	98641	16593
1712	98699	16536
1713	98758	16478
1714	98816	16421
1715	98874	16363
1716	98932	16306
1717	98987	16248
1718	99043	16190
1719	99101	16132
1720	99158	16075
1721	99215	16017
1722	99273	15959
1723	99329	15901
1724	99385	15844
1725	99442	15786
1726	99501	15728
1727	99559	15671
1728	99616	15613
1729	99672	15555
1730	99729	15498
1731	99787	15440
1732	99844	15382
1733	99901	15325
1734	99957	15267
1735	100016	15209
1736	100074	15152
1737	100133	15094
1738	100192	15037
1739	100251	14980
1740	100309	14922
1741	100368	14865
1742	100427	14807
1743	100486	14750
1744	100545	14692
1745	100602	14635
1746	100659	14577
1747	100716	14519
1748	100774	14462
1749	100833	14404
1750	100891	14347
1751	100950	14289
1752	101009	14232
1753	101068	14174
1754	101126	14117
1755	101183	14059
1756	101240	14001
1757	101298	13944
1758	101357	13887
1759	101415	13829
1760	101472	13771
1761	101529	13713
1762	101587	13656
1763	101645	13598
1764	101703	13541
1765	101762	13483
1766	101820	13426
1767	101879	13368
1768	101938	13311
1769	101995	13253
1770	102054	13196
1771	102112	13138
1772	102169	13080
1773	102228	13023
1774	102286	12965
1775	102343	12908
1776	102400	12850
1777	102458	12792
1778	102517	12735
1779	102576	12678
1780	102633	12620
1781	102691	12562
1782	102749	12505
1783	102808	12447
1784	102867	12390
1785	102926	12332
1786	102983	12275
1787	103040	12217
1788	103096	12159
1789	103152	12101
1790	103209	12044
1791	103268	11986
1792	103326	11928
1793	103384	11871
1794	103441	11813
1795	103499	11756
1796	103556	11698
1797	103612	11640
1798	103669	11582
1799	103728	11525
1800	103785	11467
1801	103843	11410
1802	103901	11352
1803	103957	11294
1804	104015	11237
1805	104075	11179
1806	104132	11122
1807	104192	11064
1808	104250	11007
1809	104309	10949
1810	104368	10892
1811	104425	10834
1812	104484	10776
1813	104543	10719
1814	104600	10661
1815	104659	10604
1816	104716	10546
1817	104774	10488
1818	104833	10431
1819	104891	10373
1820	104951	10316
1821	105011	10259
1822	105071	10201
1823	105129	10144
1824	105186	10086
1825	105245	10028
1826	105303	9971
1827	105360	9913
1828	105417	9855
1829	105477	9798
1830	105536	9740
1831	105593	9683
1832	105650	9625
1833	105708	9567
1834	105765	9510
1835	105823	9452
1836	105881	9395
1837	105938	9337
1838	105997	9279
1839	106056	9222
1840	106115	9164
1841	106175	9107
1842	106233	9049
1843	106291	8992
1844	106348	8934
1845	106407	8876
1846	106466	8819
1847	106526	8761
1848	106585	8704
1849	106644	8646
1850	106703	8589
1851	106761	8531
1852	106817	8473
1853	106876	8416
1854	106935	8358
1855	106993	8301
1856	107049	8243
1857	107107	8185
1858	107163	8128
1859	107219	8070
1860	107275	8012
1861	107331	7954
1862	107389	7897
1863	107447	7839
1864	107504	7781
1865	107563	7724
1866	107620	7666
1867	107679	7609
1868	107737	7551
1869	107794	7493
1870	107852	7436
1871	107910	7378
1872	107968	7320
1873	108025	7263
1874	108083	7205
1875	108141	7147
1876	108199	7090
1877	108257	7032
1878	108317	6975
1879	108374	6917
1880	108434	6859
1881	108491	6802
1882	108548	6744
1883	108606	6687
1884	108663	6629
1885	108719	6571
1886	108776	6513
1887	108834	6456
1888	108892	6398
1889	108950	6341
1890	109006	6283
1891	109063	6225
1892	109121	6168
1893	109179	6110
1894	109238	6052
1895	109295	5995
1896	109355	5937
1897	109411	5879
1898	109469	5822
1899	109526	5764
1900	109583	5706
1901	109641	5649
1902	109699	5591
1903	109756	5533
1904	109813	5476
1905	109871	5418
1906	109930	5361
1907	109989	5303
1908	110046	5245
1909	110103	5188
1910	110161	5130
1911	110218	5072
1912	110275	5015
1913	110334	4957
1914	110392	4899
1915	110450	4842
1916	110507	4784
1917	110566	4727
1918	110623	4669
1919	110682	4611
1920	110740	4554
1921	110799	4496
1922	110856	4438
1923	110912	4381
1924	110970	4323
1925	111029	4265
1926	111087	4208
1927	111145	4150
1928	111202	4093
1929	111259	4035
1930	111316	3977
1931	111375	3920
1932	111432	3862
1933	111490	3804
1934	111548	3747
1935	111606	3689
1936	111663	3631
1937	111721	3574
1938	111778	3516
1939	111835	3458
1940	111895	3401
1941	111953	3343
1942	112011	3285
1943	112070	3228
1944	112128	3170
1945	112185	3113
1946	112242	3055
1947	112298	2997
1948	112355	2940
1949	112410	2882
1950	112465	2824
1951	112522	2766
1952	112577	2709
1953	112634	2651
1954	112691	2593
1955	112748	2536
1956	112806	2478
1957	112863	2420
1958	112921	2363
1959	112979	2305
1960	113036	2248
1961	113091	2190
1962	113149	2132
1963	113205	2075
1964	113262	2017
1965	113316	1959
1966	113373	1902
1967	113428	1844
1968	113485	1786
1969	113540	1729
1970	113596	1671
1971	113653	1613
1972	113712	1556
1973	113768	1498
1974	113826	1440
1975	113882	1383
1976	113939	1325
1977	113997	1267
1978	114053	1210
1979	114110	1152
1980	114167	1094
1981	114224	1037
1982	114280	979
1983	114338	922
1984	114395	864
1985	114453	806
1986	114508	749
1987	114566	691
1988	114622	633
1989	114680	576
1990	114738	518
1991	114797	461
1992	114856	403
1993	114913	345
1994	114971	288
1995	115028	230
1996	115086	172
1997	115143	115
1998	115200	57
1999	115257	0
